model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,rating,year,brand_Google,brand_Infinix,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Vivo,brand_Xiaomi,os_iOS,processor_Dimensity 9300,processor_Exynos 2400,processor_Helio G99,processor_Snapdragon 6 Gen 1,processor_Snapdragon 7+ Gen 2,processor_Snapdragon 8 Gen 3,processor_Tensor G4,release_month_August,release_month_December,release_month_February,release_month_January,release_month_July,release_month_June,release_month_March,release_month_May,release_month_November,release_month_October,release_month_September
Galaxy S24 Ultra,1349,12,1024,200,5500,5.9,100,1,5.0,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Galaxy Z Fold6,774,4,128,200,6000,6.4,33,0,4.7,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
11 Pro+,1351,12,512,200,6000,6.5,65,1,4.6,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Zero 30,1410,4,128,64,4000,7.1,18,1,4.4,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Smart 8,182,6,128,48,5000,5.6,65,1,5.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
iPhone 15,1433,8,512,200,4000,6.4,100,0,4.9,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Narzo 70,1111,6,256,64,5000,6.4,44,0,4.4,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pixel 9 Pro,356,6,512,108,4500,6.5,33,0,4.0,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
iPhone 16,405,8,1024,50,5500,5.8,44,1,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Galaxy S24,1343,6,64,50,4500,5.9,18,1,4.3,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
V29e,640,8,64,64,6000,6.4,100,0,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Zero 30,1267,6,512,64,5500,6.5,65,1,3.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Mi 13 Ultra,1229,8,64,48,5000,6.3,18,1,3.7,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
iPhone 16 Pro,139,4,64,50,4500,5.9,120,0,4.0,2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
iPhone 16 Pro Max,154,12,64,108,4000,6.4,65,1,3.8,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
GT Neo 6,408,12,512,108,5500,6.4,65,0,4.3,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
iPhone 14,633,4,128,12,4500,6.9,120,1,4.1,2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
C65,939,12,512,200,5500,6.5,100,1,5.0,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
OnePlus 13R,327,6,512,108,5000,6.7,65,1,4.3,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 14,853,8,512,50,4000,6.1,18,0,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
iPhone 16 Pro Max,436,12,1024,50,5000,5.9,18,1,4.5,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Pixel 8,1373,4,256,108,4000,5.6,120,0,5.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Reno 12,521,16,256,48,4000,6.1,18,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Zero 30,840,8,1024,64,4500,6.9,100,0,4.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nord 4,450,12,128,12,4500,5.6,18,1,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mi 14,1462,12,128,200,6000,6.5,18,1,4.4,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pixel Fold 2,1357,4,128,50,5000,6.7,18,0,4.2,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GT 20 Pro,1241,8,128,108,5500,6.4,120,1,3.6,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pixel 7a,227,8,64,12,5000,5.8,44,1,4.1,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
GT 20 Pro,270,12,1024,108,4000,6.4,18,1,4.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Galaxy A75,1465,8,256,50,6000,5.5,44,1,4.2,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 14,266,12,512,12,5500,7.2,44,0,4.2,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
iPhone 16 Pro Max,1083,4,128,48,5000,5.7,120,1,3.6,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
GT Neo 6,835,12,128,64,4000,6.2,100,1,4.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
C65,343,12,256,64,4000,7.0,120,0,4.5,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Reno 11,179,12,256,200,5000,5.6,120,0,4.3,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
iPhone 16 Pro Max,445,16,256,200,6000,5.7,65,1,4.5,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Y200,1119,6,512,64,5000,7.1,100,1,3.7,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
X100 Pro,1479,8,256,48,4000,6.6,33,1,3.8,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
iPhone 16 Pro Max,817,16,64,12,6000,6.9,100,1,4.5,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
V30,510,16,1024,200,4500,6.0,18,0,4.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pixel 7a,188,16,512,48,5500,6.3,33,1,3.8,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
OnePlus 13,1274,4,256,64,4000,5.8,120,0,4.2,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Note 40 Pro,777,12,512,12,4500,5.8,44,1,3.8,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy Z Fold6,540,16,512,200,5000,5.6,44,0,3.5,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
iPhone 16 Pro Max,1342,8,512,64,5500,7.2,120,0,4.4,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pixel 9,1406,16,1024,200,5000,7.0,100,0,3.8,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
X100 Pro,1009,6,256,50,5000,5.8,120,0,4.8,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pixel 9,1350,8,1024,108,5500,6.3,18,1,4.8,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Galaxy Z Fold6,1209,8,512,12,4500,6.8,65,1,4.7,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
OnePlus 12,1405,6,512,50,4000,6.5,120,1,3.7,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pixel 9,134,12,64,48,4000,6.3,18,1,3.8,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy Z Fold6,443,6,512,48,5500,6.3,18,1,4.1,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Poco X6 Pro,787,16,1024,64,4000,5.5,65,1,3.8,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Narzo 70,1433,6,1024,64,4500,5.8,100,0,4.5,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Nord 4,279,4,256,12,6000,7.2,44,1,3.7,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
V30,307,8,256,48,6000,6.7,65,0,4.3,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
V30,1499,6,256,108,5000,7.1,33,1,4.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
X100 Pro,288,16,256,50,6000,6.9,33,0,3.8,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Redmi Note 14 Pro,1381,16,256,200,5500,5.6,65,0,5.0,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
V30,1384,6,256,200,4500,7.0,100,0,3.8,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pixel 9,204,6,64,48,5000,6.1,18,1,4.3,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
V29e,804,4,512,64,5000,7.0,44,1,4.2,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nord CE 4 Lite,1462,6,128,12,5000,5.8,44,1,4.0,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
F27 Pro,930,8,1024,64,5000,6.3,44,0,4.6,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Galaxy M55,573,4,1024,108,5500,5.6,120,1,5.0,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Reno 11,391,4,256,200,6000,6.3,18,1,4.2,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
iPhone 15,579,6,512,108,4000,6.1,120,1,4.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 16,1302,6,512,64,5000,7.0,65,1,3.9,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OnePlus 13,1269,4,64,64,6000,6.7,33,0,3.5,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Galaxy A75,356,16,1024,48,5000,6.4,100,1,4.0,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 16 Pro Max,790,12,256,50,4000,6.5,18,1,3.6,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nord CE 4 Lite,1300,12,1024,108,4500,6.6,65,1,3.6,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Reno 12,118,6,1024,12,5500,6.6,65,1,4.5,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OnePlus 13R,721,6,256,12,4000,6.8,120,1,4.1,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mi 13 Ultra,1008,16,64,64,5000,5.9,33,0,4.2,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Mi 14,952,12,128,200,5500,5.7,44,0,4.0,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Mi 13 Ultra,167,4,128,64,4000,6.8,18,0,3.9,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OnePlus 12,1461,4,128,64,5000,5.8,18,0,3.6,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 13,648,8,1024,200,4500,6.0,120,1,4.9,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pixel Fold 2,1100,16,128,50,5000,7.1,120,1,4.0,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy A75,1138,6,512,64,5000,6.1,44,1,4.9,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Reno 12,1301,6,128,200,5500,6.7,44,0,4.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Y100A,1011,4,64,64,6000,6.8,33,1,3.5,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
iPhone 16,479,6,128,50,4000,6.8,44,0,4.3,2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
GT 7 Pro,1154,16,512,200,6000,5.9,44,1,4.2,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Mi 14,978,4,512,108,5500,6.1,44,0,3.6,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
GT 20 Pro,529,12,128,50,4500,6.0,120,0,3.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Nord CE 4 Lite,628,8,128,48,6000,5.8,65,1,4.1,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OnePlus 13,679,6,128,64,5500,6.3,120,0,3.6,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Poco X6 Pro,1374,12,1024,108,5000,5.9,44,1,3.6,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Note 40 Pro,1186,8,128,200,5000,7.2,120,1,4.3,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Smart 8,885,16,64,48,4000,7.2,18,1,4.4,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Galaxy Z Fold6,661,6,256,50,5000,6.1,120,0,4.1,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Nord CE 4 Lite,1302,8,512,200,4000,6.6,100,1,4.5,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy A75,645,6,64,12,4000,6.8,44,0,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Zero 30,465,12,128,50,5000,6.5,18,1,3.9,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Redmi Note 14 Pro,648,16,1024,108,4500,6.4,33,1,4.7,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Galaxy A75,1249,8,256,50,5000,6.2,33,0,4.5,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
C65,410,8,64,12,5500,5.9,18,0,4.7,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pixel 9,604,4,64,12,5500,7.1,33,0,3.5,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
iPhone 15,1316,6,512,12,4000,6.6,44,1,4.0,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OnePlus 12,1425,4,1024,108,4500,6.5,18,0,3.7,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Poco F6,112,12,64,50,6000,6.0,120,0,3.7,2025,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Narzo 70,1111,6,256,108,5500,6.4,65,1,3.6,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Smart 8,1221,12,512,12,5500,5.9,120,1,5.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Narzo 70,292,6,64,48,5000,6.1,100,0,4.2,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Pixel 9 Pro,788,4,128,108,6000,5.8,65,1,3.6,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Mi 13 Ultra,1067,12,512,50,5000,7.0,100,0,4.0,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
A98,1249,16,1024,108,6000,6.1,120,1,4.4,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
iPhone 16 Pro Max,918,8,1024,64,4500,6.7,120,0,4.3,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
OnePlus 13,523,12,512,50,6000,6.9,100,1,4.4,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Narzo 70,1078,16,128,64,4500,6.6,65,1,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
X100 Pro,857,12,64,64,5000,7.0,120,0,5.0,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
V29e,1118,6,64,200,4000,5.6,65,0,4.3,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Reno 12,1124,12,128,200,5000,6.7,100,1,4.7,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
iPhone 14,1127,12,64,108,5000,5.9,44,0,4.4,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pixel Fold 2,883,4,64,12,6000,6.1,44,0,4.4,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy Z Fold6,391,4,1024,64,5000,6.9,120,0,3.7,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
iPhone 15,1286,16,256,64,6000,6.4,18,0,4.5,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
V30,1429,4,256,50,6000,6.7,65,0,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 9,825,12,64,12,4500,6.3,18,0,3.9,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
C65,246,12,512,200,6000,6.1,18,0,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zero 30,646,16,128,64,6000,6.5,100,1,4.4,2025,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OnePlus 13R,609,8,64,108,6000,6.2,44,0,5.0,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Smart 8,515,6,256,64,6000,5.9,33,1,3.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Poco F6,1150,6,512,48,5500,6.5,44,1,4.2,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Reno 12,718,16,64,64,6000,5.6,44,1,4.0,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mi 14,670,12,1024,48,5500,5.7,33,1,4.9,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Find X7,581,16,512,108,4000,6.0,18,1,4.1,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OnePlus 13,135,8,128,48,4000,6.9,18,0,3.9,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Narzo 70,1385,4,64,64,5000,6.8,100,1,4.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Pixel Fold 2,316,8,1024,64,6000,6.4,44,1,4.9,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Galaxy A75,304,6,256,108,4500,6.9,33,1,5.0,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 9 Pro,890,16,512,108,5000,6.2,33,1,4.9,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OnePlus 13R,845,12,256,64,4000,6.7,65,0,3.7,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pixel 7a,429,16,1024,200,4000,5.8,44,0,3.7,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Poco F6,835,12,256,48,4000,7.0,100,1,4.2,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Galaxy M55,886,16,256,64,6000,7.1,44,0,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Nord 4,270,8,1024,64,5000,5.7,100,0,4.8,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Redmi Note 14 Pro,247,8,256,64,5500,6.2,120,0,4.3,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
A98,1348,16,128,12,5500,6.1,33,1,3.5,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
GT 20 Pro,1116,12,64,200,5000,7.1,33,0,4.8,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
A98,1004,6,512,12,4500,6.0,65,0,4.6,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Smart 8,689,16,128,64,6000,5.6,44,1,3.8,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Smart 8,1007,12,256,12,4500,6.6,65,1,4.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Pixel 7a,1068,16,64,48,5500,6.5,33,1,4.0,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
X100 Pro,271,8,128,108,6000,6.9,65,1,4.2,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Redmi Note 14 Pro,560,6,1024,50,6000,6.9,33,0,3.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
iPhone 16 Pro,731,16,64,64,5500,6.8,100,0,4.6,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Reno 12,1083,4,128,50,4000,5.7,18,1,4.4,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Note 40 Pro,1292,6,64,108,5000,6.6,120,1,4.1,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Y200,231,16,1024,48,5000,5.9,100,0,4.1,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy S24,1045,12,256,48,4500,5.5,33,1,4.0,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy A75,986,16,64,108,4000,5.9,33,0,3.9,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
